"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.11.2023","12.300,00","12.315,00","12.315,00","12.117,37","","-0,12%"
"14.11.2023","12.315,00","12.290,00","12.315,00","12.268,08","","0,20%"
"13.11.2023","12.290,00","12.226,21","12.292,03","12.226,21","","0,18%"
"10.11.2023","12.267,60","12.300,00","12.307,09","12.267,60","","-0,26%"
"09.11.2023","12.300,00","12.315,00","12.315,00","12.257,40","","-0,12%"
"08.11.2023","12.315,00","12.275,00","12.315,00","12.259,52","","0,36%"
"07.11.2023","12.270,59","12.275,00","12.275,00","12.270,59","","-0,04%"
"06.11.2023","12.275,00","12.153,70","12.275,00","12.153,70","","0,08%"
"03.11.2023","12.265,00","12.219,13","12.265,00","12.219,13","","0,38%"
"02.11.2023","12.219,13","12.250,00","12.250,00","12.185,78","","-0,25%"
"01.11.2023","12.250,00","12.237,50","12.250,00","12.237,50","","0,15%"
"31.10.2023","12.232,07","12.237,50","12.237,50","12.191,56","","-0,04%"
"30.10.2023","12.237,50","12.200,96","12.237,50","12.200,96","","-0,01%"
"27.10.2023","12.239,19","12.205,00","12.239,19","12.186,48","","0,22%"
"26.10.2023","12.211,75","12.205,00","12.211,75","12.205,00","","0,06%"
"25.10.2023","12.205,00","12.225,00","12.237,79","12.196,45","","-0,16%"
"24.10.2023","12.225,00","12.235,00","12.235,00","12.126,23","","-0,08%"
"23.10.2023","12.235,00","12.208,97","12.235,00","12.208,97","","0,00%"
"20.10.2023","12.235,00","12.245,00","12.245,00","12.178,52","","-0,08%"
"19.10.2023","12.245,00","12.208,03","12.245,00","12.202,92","","0,30%"
"18.10.2023","12.208,03","12.215,00","12.215,00","12.182,37","","-0,06%"
"17.10.2023","12.215,00","12.220,00","12.220,00","12.174,35","","-0,04%"
"16.10.2023","12.220,00","12.233,79","12.233,79","12.204,76","","-0,07%"
"13.10.2023","12.228,62","12.225,00","12.320,90","12.225,00","","0,00%"
"12.10.2023","12.229,00","12.225,00","12.229,00","12.192,64","","-0,03%"
"11.10.2023","12.232,50","12.225,00","12.232,50","12.158,60","","0,06%"
"10.10.2023","12.225,00","12.176,95","12.225,00","12.129,21","","0,39%"
"09.10.2023","12.176,95","12.144,31","12.178,07","12.144,31","","-0,35%"
"06.10.2023","12.220,00","12.164,04","12.220,00","12.164,04","","0,46%"
"05.10.2023","12.164,04","12.225,00","12.225,00","12.164,04","","-0,26%"
"04.10.2023","12.196,29","12.225,00","12.225,00","12.196,29","","-0,23%"
"03.10.2023","12.225,00","12.200,00","12.278,93","12.200,00","","0,20%"
"02.10.2023","12.200,00","12.225,95","12.251,76","12.200,00","","-0,11%"
"29.09.2023","12.212,85","12.205,00","12.212,85","12.155,09","","0,06%"
"28.09.2023","12.205,00","12.215,00","12.227,96","12.185,60","","-0,08%"
"27.09.2023","12.215,00","12.225,00","12.236,74","12.195,60","","0,17%"
"26.09.2023","12.194,82","12.225,00","12.273,24","12.194,82","","-0,25%"
"25.09.2023","12.225,00","12.168,45","12.225,00","12.168,45","","0,12%"
"22.09.2023","12.210,04","12.200,00","12.210,04","12.182,03","","0,08%"
"21.09.2023","12.200,00","12.195,00","12.250,73","12.195,00","","0,04%"
"20.09.2023","12.195,00","12.180,00","12.195,00","12.173,95","","0,12%"
"19.09.2023","12.180,00","12.175,00","12.180,00","12.135,95","","0,04%"
"18.09.2023","12.175,00","12.155,34","12.200,00","12.155,34","","-0,20%"
"15.09.2023","12.200,00","12.175,00","12.260,74","12.175,00","","0,38%"
"14.09.2023","12.153,56","12.175,00","12.175,00","12.153,56","","-0,10%"
"13.09.2023","12.165,45","12.175,00","12.175,00","12.114,06","","-0,08%"
"12.09.2023","12.175,00","12.145,40","12.175,00","12.145,40","","0,24%"
"11.09.2023","12.145,40","12.132,36","12.172,24","12.132,36","","0,00%"
"08.09.2023","12.144,88","12.145,00","12.145,00","12.128,76","","0,00%"
"07.09.2023","12.145,00","12.150,00","12.150,00","12.133,80","","-0,04%"
"06.09.2023","12.150,00","12.148,77","12.152,39","12.121,38","","0,01%"
"05.09.2023","12.148,77","12.125,96","13.075,00","12.125,96","","0,19%"
"04.09.2023","12.125,96","12.156,52","12.177,66","12.114,74","","0,19%"
"01.09.2023","12.102,44","12.103,23","12.141,76","12.102,44","","-0,01%"
"31.08.2023","12.103,23","12.099,41","12.103,23","12.043,46","","0,03%"
"30.08.2023","12.099,41","12.082,47","12.099,41","12.014,39","","0,14%"
"29.08.2023","12.082,47","12.073,28","12.082,47","12.058,39","","0,08%"
"28.08.2023","12.073,28","12.077,06","12.077,06","12.070,24","","0,08%"
"25.08.2023","12.063,65","12.085,00","12.134,94","12.063,65","","-0,18%"
"24.08.2023","12.085,00","12.125,00","12.125,00","11.998,99","","0,16%"
"23.08.2023","12.066,26","12.125,00","12.134,12","12.066,26","","-0,50%"
"22.08.2023","12.127,50","12.125,00","12.127,50","12.089,59","","0,02%"
"21.08.2023","12.125,00","12.046,09","12.125,00","12.046,09","","0,41%"
"18.08.2023","12.075,00","12.075,00","12.075,00","12.075,00","","0,00%"
"17.08.2023","12.075,00","12.105,00","12.128,91","12.063,81","","-0,25%"
"16.08.2023","12.105,00","12.099,00","12.110,21","12.076,02","","0,05%"
"15.08.2023","12.099,00","12.095,00","12.103,71","12.076,65","","0,03%"
"14.08.2023","12.095,00","12.120,85","12.137,70","11.665,00","","0,16%"
"11.08.2023","12.075,32","11.666,77","12.075,32","11.666,77","","3,50%"
"10.08.2023","11.666,77","11.666,09","11.670,77","11.666,09","","0,01%"
"09.08.2023","11.666,09","11.661,57","11.666,09","11.660,88","","0,04%"
"08.08.2023","11.661,57","11.668,11","11.668,11","11.655,26","","-0,06%"
"07.08.2023","11.668,11","11.585,11","11.669,49","11.585,11","","0,04%"
"04.08.2023","11.663,15","11.670,00","11.670,00","11.625,10","","-0,06%"
"03.08.2023","11.670,00","11.671,30","11.696,69","11.641,68","","-0,01%"
"02.08.2023","11.671,30","11.635,05","11.671,30","11.618,45","","0,31%"
"01.08.2023","11.635,05","11.625,00","11.669,05","1.610,00","","0,09%"
"31.07.2023","11.625,00","11.555,29","11.625,41","11.555,29","","0,04%"
"28.07.2023","11.620,00","11.635,00","11.765,62","11.585,05","","0,17%"
"27.07.2023","11.600,59","11.635,00","11.635,00","11.600,59","","-0,30%"
"26.07.2023","11.635,00","11.610,00","11.635,00","11.603,42","","0,22%"
"25.07.2023","11.610,00","11.610,05","11.620,51","11.610,00","","0,00%"
"24.07.2023","11.610,05","11.602,96","11.661,57","114,00","","-0,04%"
"21.07.2023","11.615,00","11.610,00","11.615,00","11.610,00","","0,04%"
"20.07.2023","11.610,00","11.625,00","11.625,00","11.594,47","","0,06%"
"19.07.2023","11.603,13","11.625,00","11.637,10","11.603,13","","-0,19%"
"18.07.2023","11.625,00","11.595,00","11.625,00","11.577,75","","0,26%"
"17.07.2023","11.595,00","11.549,10","11.595,00","11.549,10","","0,20%"
"14.07.2023","11.571,37","11.605,00","11.605,00","11.529,41","","8.870,05%"
"13.07.2023","129,00","11.605,00","11.605,00","129,00","","-98,89%"
"12.07.2023","11.605,00","11.579,00","11.605,00","11.483,67","","0,22%"
"11.07.2023","11.579,00","11.570,00","11.592,91","11.505,72","","0,08%"
"10.07.2023","11.570,00","11.480,76","11.585,00","11.480,76","","-0,13%"
"07.07.2023","11.585,00","11.535,00","11.585,00","11.535,00","","0,43%"
"06.07.2023","11.535,00","11.555,00","11.561,38","11.535,00","","-0,17%"
"05.07.2023","11.555,00","11.545,70","11.555,00","11.526,37","","0,08%"
"04.07.2023","11.545,70","11.555,00","11.555,00","11.516,09","","-0,08%"
"03.07.2023","11.555,00","11.448,71","11.555,00","11.448,71","","0,27%"
"30.06.2023","11.523,40","11.535,00","11.580,54","11.523,40","","-0,10%"
"29.06.2023","11.535,00","11.525,00","11.572,07","11.520,14","","0,09%"
"28.06.2023","11.525,00","11.505,00","11.527,89","11.505,00","","0,04%"
"27.06.2023","11.520,44","11.505,00","11.520,44","11.487,44","","0,13%"
"26.06.2023","11.505,00","11.398,66","11.505,00","11.398,66","","0,22%"
"23.06.2023","11.480,00","11.500,00","11.534,25","11.469,87","","-0,17%"
"22.06.2023","11.500,00","11.510,00","11.510,00","11.426,65","","-0,09%"
"21.06.2023","11.510,00","11.505,00","11.510,00","11.498,70","","0,04%"
"20.06.2023","11.505,00","11.495,00","11.505,00","11.477,21","","0,09%"
"19.06.2023","11.495,00","11.441,34","11.495,00","11.441,34","","0,37%"
"16.06.2023","11.452,83","11.475,00","11.475,00","11.356,14","","-0,19%"
"15.06.2023","11.475,00","11.480,00","11.480,00","11.445,29","","-0,04%"
"14.06.2023","11.480,00","11.475,00","11.480,00","11.474,62","","0,04%"
"13.06.2023","11.475,00","11.447,00","11.475,00","11.447,00","","0,24%"
"12.06.2023","11.447,00","11.419,81","11.447,00","11.419,81","","0,10%"
"09.06.2023","11.435,00","11.434,32","11.467,00","11.379,76","","0,01%"
"08.06.2023","11.434,32","11.467,00","11.467,00","11.434,32","","-0,12%"
"07.06.2023","11.448,56","11.467,00","11.467,00","11.448,56","","-0,16%"
"06.06.2023","11.467,00","11.429,18","11.470,59","11.425,50","","0,33%"
"05.06.2023","11.429,18","11.470,66","11.505,52","11.429,18","","0,08%"
"02.06.2023","11.420,00","11.404,78","11.428,94","11.352,96","","0,13%"
"01.06.2023","11.404,78","11.425,00","11.425,00","11.389,35","","-0,18%"
"31.05.2023","11.425,00","11.402,86","11.430,00","11.395,32","","0,19%"
"30.05.2023","11.402,86","11.417,67","11.421,08","11.402,86","","-0,13%"
"29.05.2023","11.417,67","11.436,32","11.441,39","11.417,67","","-0,20%"
"26.05.2023","11.440,00","11.440,00","11.440,00","11.413,76","","0,00%"
"25.05.2023","11.440,00","11.440,00","11.440,00","11.419,06","","0,00%"
"24.05.2023","11.440,00","11.450,00","11.450,00","11.402,72","","-0,09%"
"23.05.2023","11.450,00","11.455,00","11.460,73","11.426,05","","-0,04%"
"22.05.2023","11.455,00","11.447,31","11.495,00","11.446,36","","-0,35%"
"19.05.2023","11.495,00","11.500,00","11.530,64","11.479,13","","-0,04%"
"18.05.2023","11.500,00","11.455,00","11.500,00","11.441,01","","0,39%"
"17.05.2023","11.455,00","11.435,00","11.455,00","11.435,00","","0,17%"
"16.05.2023","11.435,00","11.445,00","11.445,00","11.413,34","","-0,09%"
"15.05.2023","11.445,00","11.433,03","11.519,89","11.420,48","","0,10%"
"12.05.2023","11.433,03","11.465,00","11.465,00","11.433,03","","-0,28%"
"11.05.2023","11.465,00","11.455,00","11.465,00","11.450,00","","0,17%"
"10.05.2023","11.445,00","11.433,05","11.453,07","11.433,05","","0,00%"
"09.05.2023","11.445,00","11.433,05","11.445,00","11.427,85","","0,10%"
"08.05.2023","11.433,05","11.424,06","11.445,00","11.424,06","","0,08%"
"05.05.2023","11.424,06","11.445,03","11.460,00","11.424,06","","-0,18%"
"04.05.2023","11.445,03","11.459,46","11.475,00","11.439,85","","-0,13%"
"03.05.2023","11.459,46","11.438,01","11.475,00","11.437,50","","0,19%"
"02.05.2023","11.438,01","11.420,01","11.438,01","11.417,40","","0,16%"
"01.05.2023","11.420,01","11.408,01","11.425,00","11.405,55","","0,11%"
"28.04.2023","11.408,01","11.390,24","11.417,50","11.390,24","","0,16%"
"27.04.2023","11.390,24","11.377,11","11.395,00","11.377,11","","0,12%"
"26.04.2023","11.377,11","11.402,01","11.430,00","11.377,11","","-0,22%"
"25.04.2023","11.402,01","11.424,87","11.437,50","11.402,01","","-0,20%"
"24.04.2023","11.424,87","11.424,87","11.437,50","11.419,90","","-0,09%"
"21.04.2023","11.435,00","11.424,87","11.435,15","11.424,87","","0,09%"
"20.04.2023","11.424,87","11.416,17","11.460,00","11.416,17","","0,08%"
"19.04.2023","11.416,17","11.435,99","11.435,99","11.374,00","","-0,17%"
"18.04.2023","11.435,99","11.455,00","11.460,00","11.435,99","","-0,17%"
"17.04.2023","11.455,00","11.441,96","11.460,00","11.436,75","","0,00%"
"14.04.2023","11.455,00","11.421,00","11.455,00","11.421,00","","0,30%"
"13.04.2023","11.421,00","11.410,17","11.437,50","11.410,17","","-0,12%"
"12.04.2023","11.435,00","11.410,17","11.437,50","11.410,17","","0,22%"
"11.04.2023","11.410,17","11.410,17","11.437,50","11.399,85","","0,00%"
"10.04.2023","11.410,17","11.374,00","11.410,17","11.374,00","","0,09%"
"07.04.2023","11.400,00","11.374,00","11.400,00","11.374,00","","0,23%"
"06.04.2023","11.374,00","11.365,26","11.402,25","11.365,26","","0,08%"
"05.04.2023","11.365,26","11.381,20","11.402,25","11.365,26","","-0,14%"
"04.04.2023","11.381,20","11.395,73","11.420,00","11.381,20","","-0,13%"
"03.04.2023","11.395,73","11.433,21","11.433,21","11.395,73","","-0,17%"
"31.03.2023","11.415,00","11.433,21","11.440,00","11.404,65","","-0,16%"
"30.03.2023","11.433,21","11.415,05","11.440,00","11.415,05","","0,16%"
"29.03.2023","11.415,05","11.391,94","11.437,50","11.390,00","","0,20%"
"28.03.2023","11.391,94","11.405,48","11.410,00","11.387,60","","-0,12%"
"27.03.2023","11.405,48","11.408,02","11.430,07","11.405,48","","-0,02%"
"24.03.2023","11.408,02","11.391,23","11.408,02","11.391,23","","0,15%"
"23.03.2023","11.391,23","11.375,00","11.391,23","11.375,00","","0,14%"
"22.03.2023","11.375,00","11.375,05","11.386,35","11.375,00","","-0,01%"
"21.03.2023","11.375,85","11.375,05","11.378,80","11.375,05","","-0,02%"
"20.03.2023","11.378,05","11.375,05","11.444,40","11.375,05","","0,03%"
"17.03.2023","11.375,05","11.417,98","11.440,00","11.375,05","","-0,38%"
"16.03.2023","11.417,98","11.449,60","11.460,00","11.417,98","","-0,28%"
"15.03.2023","11.449,60","11.446,04","11.460,00","11.444,40","","-0,05%"
"14.03.2023","11.455,00","11.420,26","11.455,00","11.420,26","","0,30%"
"13.03.2023","11.420,26","11.390,26","11.430,00","11.390,26","","0,26%"
"10.03.2023","11.390,26","11.407,10","11.440,00","11.385,85","","-0,15%"
"09.03.2023","11.407,10","11.385,01","11.440,00","11.385,01","","0,19%"
"08.03.2023","11.385,01","11.385,01","11.397,50","11.377,50","","0,00%"
"07.03.2023","11.385,01","11.348,03","11.385,01","11.348,03","","0,33%"
"06.03.2023","11.348,03","11.375,10","11.380,00","11.348,03","","-0,24%"
"03.03.2023","11.375,10","11.364,00","11.380,00","11.364,00","","0,10%"
"02.03.2023","11.364,00","11.349,99","11.375,00","11.349,99","","0,12%"
"01.03.2023","11.349,99","11.336,04","11.360,00","11.336,04","","0,12%"
"28.02.2023","11.336,04","11.320,01","11.337,75","11.320,01","","0,14%"
"27.02.2023","11.320,01","11.350,00","11.360,00","11.320,01","","-0,26%"
"24.02.2023","11.350,00","11.338,09","11.360,00","11.315,00","","0,31%"
"23.02.2023","11.315,00","11.316,94","11.338,09","11.314,90","","-0,02%"
"22.02.2023","11.316,94","11.302,46","11.331,15","11.302,46","","0,13%"
"21.02.2023","11.302,46","11.342,00","11.350,00","11.302,46","","-0,35%"
"20.02.2023","11.342,00","11.342,00","11.342,00","11.320,09","","0,01%"
"17.02.2023","11.340,85","11.353,95","11.360,00","11.340,85","","-0,12%"
"16.02.2023","11.353,95","11.368,98","11.375,00","11.353,95","","-0,13%"
"15.02.2023","11.368,98","11.360,10","11.375,00","11.354,95","","0,08%"
"14.02.2023","11.360,10","11.330,04","11.365,00","11.330,04","","0,27%"
"13.02.2023","11.330,04","11.338,21","11.340,00","11.330,04","","-0,09%"
"10.02.2023","11.340,00","11.350,12","11.365,00","11.333,05","","-0,22%"
"09.02.2023","11.365,00","11.370,11","11.375,00","11.346,40","","-0,09%"
"08.02.2023","11.375,00","11.350,18","11.375,00","11.345,05","","0,22%"
"07.02.2023","11.350,00","11.342,59","11.350,18","11.342,59","","0,07%"
"06.02.2023","11.342,59","11.317,06","11.345,00","11.300,00","","0,27%"
"03.02.2023","11.311,90","11.295,23","11.320,20","11.287,65","","0,11%"
"02.02.2023","11.300,00","11.282,98","11.300,00","11.282,98","","0,15%"
"01.02.2023","11.282,98","11.269,82","11.298,40","11.269,82","","0,12%"
"31.01.2023","11.269,82","11.301,59","11.340,00","11.269,82","","-0,28%"
"30.01.2023","11.301,59","11.334,96","11.340,00","11.301,59","","-0,34%"
"27.01.2023","11.340,00","11.320,02","11.340,00","11.320,02","","0,13%"
"26.01.2023","11.325,00","11.292,69","11.325,00","11.292,69","","0,29%"
"25.01.2023","11.292,69","11.270,68","11.292,69","11.270,68","0,02K","0,04%"
"24.01.2023","11.288,40","11.290,27","11.300,00","11.270,68","0,04K","-0,02%"
"23.01.2023","11.290,27","11.309,94","11.309,94","11.290,27","0,03K","-0,17%"
"20.01.2023","11.309,94","11.285,00","11.309,94","11.285,00","0,05K","0,22%"
"19.01.2023","11.285,00","11.291,03","11.310,40","11.285,00","0,03K","-0,05%"
"18.01.2023","11.291,03","11.318,74","11.325,00","11.291,03","0,09K","-0,24%"
"17.01.2023","11.318,74","11.317,12","11.342,14","11.312,00","0,02K","-0,21%"
"16.01.2023","11.342,14","11.317,12","11.342,14","11.317,12","0,01K","0,15%"
"13.01.2023","11.325,00","11.300,38","11.330,00","11.300,38","0,02K","0,22%"
"12.01.2023","11.300,38","11.322,10","11.325,00","11.300,38","0,03K","-0,22%"
"11.01.2023","11.325,00","11.305,28","11.325,00","11.305,28","0,03K","0,17%"
"10.01.2023","11.305,28","11.284,75","11.305,28","11.284,75","0,02K","0,18%"
"09.01.2023","11.284,75","11.319,14","11.319,14","11.284,75","0,03K","-0,30%"
"06.01.2023","11.319,14","11.263,41","11.322,50","11.263,41","0,03K","0,13%"
"05.01.2023","11.305,00","11.263,41","11.305,00","11.263,41","0,02K","0,37%"
"04.01.2023","11.263,41","11.246,80","11.263,41","11.241,75","0,03K","0,15%"
"03.01.2023","11.246,80","11.246,81","11.260,00","11.246,80","0,02K","0,00%"
"02.01.2023","11.246,81","11.246,81","11.246,81","11.246,81","","0,19%"
"30.12.2022","11.225,00","11.225,46","11.246,81","11.225,00","0,03K","0,00%"
"29.12.2022","11.225,00","11.195,57","11.226,65","11.195,57","0,02K","0,18%"
"28.12.2022","11.205,00","11.170,01","11.229,25","11.170,01","0,02K","0,31%"
"27.12.2022","11.170,01","11.206,11","11.223,60","11.170,01","0,02K","-0,31%"
"26.12.2022","11.205,00","11.206,11","11.225,00","11.194,20","0,01K","-0,01%"
"23.12.2022","11.206,11","11.225,30","11.235,00","11.206,11","0,03K","-0,17%"
"22.12.2022","11.225,30","11.255,08","11.270,00","11.225,30","0,03K","-0,26%"
"21.12.2022","11.255,08","11.277,83","11.295,00","11.255,08","0,03K","-0,35%"
"20.12.2022","11.295,00","11.286,18","11.300,00","11.277,83","0,04K","0,08%"
"19.12.2022","11.286,18","11.264,97","11.300,00","11.259,90","0,03K","0,19%"
"16.12.2022","11.264,97","11.231,15","11.264,97","11.231,15","0,03K","0,30%"
"15.12.2022","11.231,15","11.256,21","11.275,95","11.231,15","0,04K","-0,22%"
"14.12.2022","11.256,21","11.285,02","11.290,00","11.256,21","0,03K","-0,26%"
"13.12.2022","11.285,02","11.271,26","11.290,00","11.271,26","0,03K","0,09%"
"12.12.2022","11.275,00","11.252,01","11.275,00","11.252,01","0,04K","0,00%"
"09.12.2022","11.275,00","11.260,45","11.275,00","11.252,01","0,02K","0,13%"
"08.12.2022","11.260,45","11.260,49","11.280,00","11.257,45","0,04K","0,00%"
"07.12.2022","11.260,49","11.284,90","11.284,90","11.257,90","0,05K","-0,22%"
"06.12.2022","11.284,90","11.275,10","11.295,00","11.265,00","0,04K","0,09%"
"05.12.2022","11.275,10","11.257,13","11.290,00","11.257,13","0,05K","0,16%"
"02.12.2022","11.257,13","11.228,08","11.257,13","11.220,00","0,03K","0,30%"
"01.12.2022","11.223,25","11.212,97","11.228,08","11.203,13","0,03K","0,03%"
"30.11.2022","11.220,00","11.212,97","11.230,00","11.203,13","0,02K","0,06%"
"29.11.2022","11.212,97","11.230,37","11.230,37","11.212,97","0,03K","-0,15%"
"28.11.2022","11.230,37","11.246,11","11.246,11","11.221,00","0,03K","-0,14%"
"25.11.2022","11.246,11","11.230,39","11.246,11","11.222,00","0,02K","0,14%"
"24.11.2022","11.230,39","11.222,61","11.230,39","11.222,61","0,02K","0,07%"
"23.11.2022","11.222,61","11.208,90","11.222,61","11.207,50","0,04K","0,12%"
"22.11.2022","11.208,90","11.202,67","11.215,00","11.200,00","0,02K","0,06%"
"21.11.2022","11.202,67","11.211,64","11.220,00","11.200,00","0,04K","-0,08%"
"18.11.2022","11.211,64","11.208,18","11.220,00","11.206,55","0,03K","0,03%"
"17.11.2022","11.208,18","11.184,76","11.220,00","11.184,76","0,04K","0,21%"
"16.11.2022","11.184,76","11.170,65","11.205,00","11.170,65","0,03K","0,13%"
"15.11.2022","11.170,65","11.190,06","11.205,00","11.170,20","0,04K","-0,17%"
"14.11.2022","11.190,06","11.206,90","11.206,90","11.190,06","0,03K","-0,15%"
"11.11.2022","11.206,90","11.194,86","11.206,90","11.194,86","0,03K","0,15%"
"10.11.2022","11.189,75","11.169,39","11.202,50","11.169,39","0,03K","0,13%"
"09.11.2022","11.175,00","11.157,04","11.175,00","11.132,41","0,03K","0,13%"
"08.11.2022","11.160,00","11.171,04","11.171,04","11.140,00","0,03K","-0,10%"
"07.11.2022","11.171,04","11.132,41","11.171,04","11.132,41","0,03K","0,35%"
"04.11.2022","11.132,41","11.117,33","11.140,00","11.115,95","0,03K","0,14%"
"03.11.2022","11.117,33","11.108,03","11.132,00","11.108,03","0,04K","0,08%"
"02.11.2022","11.108,03","11.129,95","11.130,00","11.108,03","0,01K","-0,20%"
"01.11.2022","11.129,95","11.169,38","11.169,38","11.125,00","0,03K","-0,35%"
"31.10.2022","11.169,38","11.180,48","11.180,48","11.169,38","0,04K","-0,10%"
"28.10.2022","11.180,48","11.171,33","11.180,48","11.171,33","0,03K","0,08%"
"27.10.2022","11.171,33","11.155,12","11.175,00","11.155,00","0,04K","0,15%"
"26.10.2022","11.155,12","11.128,70","11.202,50","11.117,65","0,04K","-0,31%"
"25.10.2022","11.190,00","11.112,97","11.190,00","11.112,97","0,01K","0,69%"
"24.10.2022","11.112,97","11.127,00","11.145,00","11.112,97","0,03K","-0,11%"
"21.10.2022","11.125,00","11.148,98","11.166,00","11.125,00","0,04K","-0,22%"
"20.10.2022","11.148,98","11.148,99","11.166,00","11.144,00","0,03K","0,00%"
"19.10.2022","11.148,99","11.157,43","11.160,00","11.145,00","0,03K","-0,08%"
"18.10.2022","11.157,43","11.143,28","11.157,43","11.124,35","0,03K","0,13%"
"17.10.2022","11.143,28","11.131,45","11.145,00","11.124,35","0,02K","0,11%"
"14.10.2022","11.131,45","11.108,25","11.140,00","11.104,55","0,03K","0,21%"
"13.10.2022","11.108,25","11.095,31","11.137,50","11.091,70","0,02K","0,12%"
"12.10.2022","11.095,31","11.084,06","11.122,50","11.065,30","0,04K","0,10%"
"11.10.2022","11.084,06","11.069,83","11.084,06","11.020,00","0,03K","0,13%"
"10.10.2022","11.069,83","11.051,27","11.075,00","11.020,00","0,05K","-0,05%"
"07.10.2022","11.075,00","11.063,05","11.075,00","11.051,27","0,04K","0,11%"
"06.10.2022","11.063,05","11.028,14","11.075,00","11.025,00","0,03K","0,32%"
"05.10.2022","11.028,14","11.010,45","11.028,14","11.010,45","0,03K","0,16%"
"04.10.2022","11.010,45","10.987,21","11.010,45","10.987,21","0,03K","0,21%"
"03.10.2022","10.987,21","11.004,94","11.010,00","10.987,21","0,02K","-0,16%"
"30.09.2022","11.004,94","11.014,01","11.015,00","11.004,94","0,04K","-0,08%"
"29.09.2022","11.014,01","10.999,78","11.014,01","10.999,78","0,04K","0,13%"
"28.09.2022","10.999,78","11.024,92","11.038,40","10.999,78","0,04K","-0,23%"
"27.09.2022","11.024,92","11.048,25","11.048,28","11.010,00","0,03K","-0,21%"
"26.09.2022","11.048,25","11.030,13","11.048,28","11.005,40","0,03K","0,16%"
"23.09.2022","11.030,13","11.010,33","11.030,13","11.005,30","0,04K","0,18%"
"22.09.2022","11.010,33","10.980,01","11.010,33","10.980,01","0,03K","0,28%"
"21.09.2022","10.980,01","10.950,46","10.985,00","10.950,46","0,03K","0,27%"
"20.09.2022","10.950,46","10.979,29","10.985,00","10.950,00","0,03K","-0,26%"
"19.09.2022","10.979,29","10.962,69","10.985,00","10.962,69","0,03K","0,06%"
"16.09.2022","10.972,50","10.950,08","10.972,50","10.950,00","0,04K","0,21%"
"15.09.2022","10.950,00","10.965,00","10.965,00","10.925,14","0,03K","0,23%"
"14.09.2022","10.925,14","10.940,05","10.965,10","10.925,14","0,02K","-0,14%"
"13.09.2022","10.940,05","10.950,29","10.965,10","10.940,05","0,03K","-0,09%"
"12.09.2022","10.950,29","10.955,10","10.970,00","10.950,29","0,03K","-0,04%"
"09.09.2022","10.955,10","10.977,60","11.005,00","10.955,10","0,04K","-0,45%"
"08.09.2022","11.005,00","10.997,61","11.005,00","10.977,60","0,03K","0,07%"
"07.09.2022","10.997,61","10.971,22","11.005,00","10.966,75","0,03K","0,24%"
"06.09.2022","10.971,22","10.958,00","10.985,00","10.950,00","0,03K","0,16%"
"05.09.2022","10.954,05","10.958,00","10.975,00","10.953,05","0,02K","-0,19%"
"02.09.2022","10.975,00","10.958,00","10.975,00","10.953,05","0,02K","0,16%"
"01.09.2022","10.958,00","10.958,01","10.975,00","10.953,10","0,02K","0,00%"
"31.08.2022","10.958,01","10.930,01","10.975,00","10.912,35","0,04K","0,26%"
"30.08.2022","10.930,01","10.900,65","10.935,00","10.900,65","0,05K","0,27%"
"29.08.2022","10.900,65","10.932,09","10.932,09","10.900,65","0,05K","-0,27%"
"26.08.2022","10.930,00","10.915,65","10.932,09","10.915,65","0,05K","0,13%"
"25.08.2022","10.915,65","10.903,76","10.920,00","10.899,75","0,05K","0,11%"
"24.08.2022","10.903,76","10.888,30","10.912,50","10.888,30","0,04K","0,14%"
"23.08.2022","10.888,30","10.900,77","10.910,00","10.888,30","0,03K","-0,11%"
"22.08.2022","10.900,77","10.917,03","10.940,00","10.900,35","0,02K","-0,36%"
"19.08.2022","10.940,00","10.934,97","10.947,50","10.917,03","0,03K","0,05%"
"18.08.2022","10.934,97","10.945,32","10.965,00","10.934,97","0,03K","-0,09%"
"17.08.2022","10.945,32","10.970,01","10.975,00","10.945,32","0,04K","-0,23%"
"16.08.2022","10.970,01","10.937,14","10.975,00","10.937,14","0,03K","0,30%"
"15.08.2022","10.937,14","10.911,01","10.940,00","10.911,01","0,04K","0,24%"
"12.08.2022","10.911,01","10.922,03","10.930,00","10.911,01","0,03K","-0,10%"
"11.08.2022","10.922,03","10.904,29","10.930,00","10.904,29","0,03K","0,16%"
"10.08.2022","10.904,29","10.880,29","10.920,00","10.880,29","0,03K","0,22%"
"09.08.2022","10.880,29","10.875,37","10.943,75","10.875,37","0,03K","0,05%"
"08.08.2022","10.875,37","10.919,89","10.919,89","10.875,37","0,02K","-0,62%"
"05.08.2022","10.943,75","10.919,89","10.965,00","10.886,00","0,04K","0,22%"
"04.08.2022","10.919,89","10.942,58","10.965,00","10.919,89","0,02K","-0,21%"
"03.08.2022","10.942,58","10.960,12","10.965,00","10.942,58","0,03K","-0,16%"
"02.08.2022","10.960,12","10.941,07","10.970,00","10.940,00","0,04K","0,17%"
"01.08.2022","10.941,07","10.912,36","10.941,07","10.910,00","0,01K","0,26%"
"29.07.2022","10.912,36","10.908,11","10.940,00","10.908,11","0,03K","0,04%"
"28.07.2022","10.908,11","10.942,40","10.942,40","10.908,11","0,03K","-0,31%"
"27.07.2022","10.942,40","10.960,17","10.960,17","10.940,00","0,03K","-0,16%"
